PortName,Country,Latitude,Longitude,Min Temp,Max Temp,Annual Temp,Salinity,TempSource,SalinitySource,DataNotes
Andres,DOM,18.4,-69.63333,25.52,27.8,26.85,35.53,Air,WOA,0
Azua,DOM,18.41667,-70.66667,26.08,28.43,27.39,35.53,Air,WOA,0
Boca.Chica,DOM,18.45,-69.58333,25.52,27.8,26.85,35.53,Air,WOA,0
Cabo.Rojo,DOM,17.9,-71.66667,25.28,27.59,26.85,35.51,Air,WOA,0
Caucedo,DOM,18.4,-69.61667,25.52,27.8,26.85,35.53,Air,WOA,0
La.Romana,DOM,18.41667,-68.95,25.36,28.15,26.98,35.42,Air,WOA,0
Manzanillo.DOM,DOM,19.71667,-71.75,25.52,28.63,27.29,36.22,Air,WOA,0
Puerto.Viejo.de.Azua,DOM,18.5,-70.66667,26.08,28.43,27.39,22,Air,Model,0
San.Pedro.de.Macoris,DOM,18.43333,-69.3,25.52,27.94,26.95,35.52,Air,WOA,0
Bejaia,DZA,36.72167,5.07389,13.02,26,19.09,36.95,Air,WOA,0
Dellys,DZA,36.91972,3.89361,12.62,26.08,18.96,36.87,Air,WOA,0
Mostaganem,DZA,35.93472,0.08083,12.52,27.51,19.91,36.98,Air,WOA,0
Skikda,DZA,36.87778,6.94389,13.32,25.68,19.1,37.02,Air,WOA,0
Babahoyo,ECU,-1.88333,-79.51667,25.28,27.44,26.39,0,Air,DistIn,0
Bahia.de.Caraquez,ECU,-0.66667,-80.5,25.28,26.85,26.08,33.59,Air,WOA,0
Esmeraldas,ECU,0.96667,-79.68333,25.84,27.07,26.37,32.53,Air,WOA,0
Guayaquil,ECU,-2.28333,-79.91667,25.76,27.8,26.81,1.95,Air,Model,0
La.Tola,ECU,1.18333,-79.05,26.08,26.85,26.85,20.09,Air,Model,0
Muisne,ECU,0.58333,-79.96667,25.11,26.47,25.7,27.31,Air,Model,0
Posorja,ECU,-2.76667,-80.33333,24.44,26.85,25.28,32.55,Air,WOA,0
Puerto.Bolivar.ECU,ECU,-3.26667,-80.01667,24.53,27.51,25.97,24.09,Air,Model,0
Abu.Ghosoun,EGY,24.43333,35.18333,20.47,30.21,26.4,39.83,Air,WOA,0
Abu.Sultan,EGY,30.41667,32.3,15.63,28.63,23.28,38.97,Air,WOA,0
Abu.Zenima,EGY,29.03333,33.11667,15.43,28.63,23.22,40.97,Air,WOA,0
Adabiya,EGY,29.86667,32.46667,14.22,27.94,22.2,41.26,Air,WOA,0
Cairo,EGY,30.05,31.25,15.63,28.43,23.35,0,Air,DistIn,0
El.Arish,EGY,31.11667,33.8,15.03,27.15,21.76,38.85,Air,WOA,0
Fanara,EGY,30.28333,32.35,15.94,28.83,23.55,38.97,Air,WOA,0
Fayid,EGY,30.33333,32.3,15.23,28.43,23,38.97,Air,WOA,0
Giza,EGY,29.98333,31.2,15.53,28.56,23.44,0,Air,DistIn,0
Helwan,EGY,29.85,31.33333,15.53,28.56,23.44,0,Air,DistIn,0
Ismailia,EGY,30.58333,32.28333,15.53,28.5,23.14,38.97,Air,WOA,0
Maghagha,EGY,28.65,30.83333,14.63,28.9,23.34,0,Air,DistIn,0
Marakib,EGY,29.91667,32.56667,16.34,29.16,23.93,41.26,Air,WOA,0
Nifisha,EGY,30.56667,32.25,15.53,28.5,23.14,38.97,Air,WOA,0
Nuweiba,EGY,28.96667,34.63333,14.12,28.83,22.94,40.58,Air,WOA,0
Port.Ibrahim,EGY,29.93333,32.55,16.34,29.16,23.93,41.26,Air,WOA,0
Ras.Misalla,EGY,29.81667,32.61667,15.94,28.96,23.58,41.26,Air,WOA,0
Sadat,EGY,29.8,32.45,15.94,28.96,23.66,41.26,Air,WOA,0
Safaga,EGY,26.73333,33.93333,17.64,29.22,24.58,40.39,Air,WOA,0
Suez,EGY,29.96667,32.55,16.34,29.16,23.93,41.26,Air,WOA,0
Dakhla,ESH,23.7,-15.91667,20.85,27.59,24.44,36.37,Air,WOA,0
Laayoune,ESH,27.08333,-13.43333,19.22,27,23.26,36.44,Air,WOA,0
Aguilas,ESP,37.4,-1.56667,12.52,26.23,19.1,37.17,Air,WOA,0
Alcanar,ESP,40.58333,0.55,11.62,25.76,18.53,37.74,Air,WOA,0
Almeria,ESP,36.83333,-2.5,13.82,26.47,19.75,36.8,Air,WOA,0
Almunecar,ESP,36.73333,-3.68333,10.74,25.6,17.74,36.74,Air,WOA,0
Astillero,ESP,43.4,-3.81667,11.13,21.23,15.84,22.64,Air,Model,0
Barbate,ESP,36.16667,-5.98333,13.92,25.28,19.9,36.24,Air,WOA,0
Beasain,ESP,43.05,-2.18333,8.29,20.76,14.18,9.07,Air,Model,0
Bermeo,ESP,43.41667,-2.71667,9.97,20.85,15.16,35.29,Air,WOA,0
Bilbao,ESP,43.31056,-3.02861,9.4,20.85,14.8,25.44,Air,Model,0
Bonanza,ESP,36.8,-6.33333,14.02,26.23,20.12,15.37,Air,Model,0
Burriana,ESP,39.86667,-0.06667,12.22,25.84,18.94,37.76,Air,WOA,0
Cadiz,ESP,36.5,-6.33333,13.92,26.08,19.9,36.27,Air,WOA,0
Camarinas,ESP,43.11667,-9.18333,11.82,20.47,15.8,28.58,Air,Model,0
Cangas,ESP,42.26667,-8.76667,10.94,21.41,15.91,19.09,Air,Model,0
Caraminal,ESP,42.6,-8.93333,11.23,21.04,15.85,23.7,Air,Model,0
Castro.Urdiales,ESP,43.4,-3.23333,10.16,20.85,15.23,35.44,Air,WOA,0
Cee,ESP,42.95,-9.16667,11.92,20.66,15.96,24.49,Air,Model,0
Corcubion,ESP,42.95,-9.18333,11.92,20.66,15.96,24.49,Air,Model,0
Corunna.ESP,ESP,43.38333,-8.36667,10.94,20.85,15.94,35.59,Air,WOA,0
Cudillero,ESP,43.55,-6.15,10.65,20.28,15,35.53,Air,WOA,0
Fene,ESP,43.46667,-8.16667,11.72,20.76,15.85,20.92,Air,Model,0
Ferrol,ESP,43.46667,-8.26667,11.72,20.76,15.85,23.11,Air,Model,0
Fuenterrabia,ESP,43.36667,-1.8,10.36,21.88,15.89,21.01,Air,Model,0
Guernica,ESP,43.31667,-2.66667,9.78,21.23,15.27,16.84,Air,Model,0
Huelva,ESP,37.26667,-6.91667,13.92,26.54,20.14,22.1,Air,Model,0
La.Laja,ESP,37.5,-7.46667,13.02,25.68,19.19,1.77,Air,Model,0
Lage,ESP,43.21667,-9,11.92,20.85,15.94,35.59,Air,WOA,0
Malaga,ESP,36.71778,-4.425,12.32,25.84,18.7,36.66,Air,WOA,0
Marin,ESP,42.4,-8.7,11.04,21.41,15.92,15.87,Air,Model,0
Muros,ESP,42.75,-9.01667,11.53,20.76,15.8,24.36,Air,Model,0
Ortigueira,ESP,43.68333,-7.83333,10.45,19.61,14.55,25.28,Air,Model,0
Palamos,ESP,41.83333,3.13333,9.97,24.44,16.94,37.99,Air,WOA,0
Palma.ESP,ESP,39.56972,2.62556,10.94,24.86,17.32,37.5,Air,WOA,0
Pasajes,ESP,43.33333,-1.93333,9.69,21.32,15.24,35.17,Air,WOA,0
Pontevedra,ESP,42.41667,-8.65,10.55,21.41,15.64,6.89,Air,Model,0
Puerto.Banus,ESP,36.48333,-4.93333,9.97,25.28,16.94,36.52,Air,WOA,0
Puerto.de.Santa.Maria,ESP,36.6,-6.23333,14.12,26,20.06,25.52,Air,Model,0
Puerto.Real,ESP,36.53333,-6.18333,14.12,26,20.06,22.27,Air,Model,0
Requejada,ESP,43.33333,-4.08333,9.22,20.57,14.47,17.9,Air,Model,0
Ribadesella,ESP,43.46667,-5.06667,9.97,21.04,15.1,35.51,Air,WOA,0
Roquetas,ESP,36.75,-2.61667,13.82,26.47,19.75,36.81,Air,WOA,0
Rosas,ESP,42.25,3.18333,9.31,24.19,16.21,37.76,Air,WOA,0
Rota,ESP,36.61667,-6.36667,13.92,26.08,19.9,36.27,Air,WOA,0
Sada,ESP,43.36667,-8.25,11.72,20.76,15.85,24.66,Air,Model,0
San.Carlos.de.la.Rapita,ESP,40.6,0.6,11.62,25.76,18.53,37.74,Air,WOA,0
San.Esteban.de.Pravia,ESP,43.56667,-6.08333,10.65,20.28,15,35.53,Air,WOA,0
San.Feliu.de.Guixols,ESP,41.76667,3.01667,9.97,24.44,16.94,37.99,Air,WOA,0
San.Fernando.ESP,ESP,36.46667,-6.2,14.32,25.68,20.01,23.79,Air,Model,0
San.Javier,ESP,37.8,-0.83333,13.02,26.16,19.36,21.19,Air,Model,0
San.Sebastian.ESP,ESP,43.31667,-1.98333,9.69,21.32,15.24,35.17,Air,WOA,0
Santa.Eugenia.de.Riveira,ESP,42.55,-8.98333,11.23,21.04,15.85,25.4,Air,Model,0
Santander,ESP,43.46667,-3.76667,11.13,21.23,15.84,35.45,Air,WOA,0
Santona,ESP,43.46667,-3.46667,10.45,21.04,15.43,35.47,Air,WOA,0
Seville,ESP,37.36667,-6,12.52,27.22,19.89,0,Air,Model,0
Tarifa,ESP,36,-5.6,13.92,25.28,18.93,36.39,Air,WOA,0
Tarragona,ESP,41.1,1.23333,11.33,25.03,17.88,37.79,Air,WOA,0
Vallcarca,ESP,41.23333,1.86667,10.16,23.85,16.51,37.87,Air,WOA,0
Vigo,ESP,42.23333,-8.66667,10.94,21.41,15.91,13.93,Air,Model,0
Villagarcia,ESP,42.6,-8.76667,11.43,21.51,16.21,16.67,Air,Model,0
Vinaroz,ESP,40.46667,0.46667,11.82,25.84,18.71,37.74,Air,WOA,0
Bekker,EST,59.45,24.66667,0.58,18.33,7.29,5.81,Air,WOA,0
Haapsalu,EST,58.95,23.53333,0.89,18.43,7.74,6.14,Air,WOA,0
Meeruse,EST,59.45,24.68333,0.55,18.43,7.27,5.81,Air,WOA,0
Narva.Joesuu,EST,59.46667,28.05,0.16,18.53,6.76,5,Air,WOA,0
Paljassaare,EST,59.45,24.7,0.55,18.43,7.27,5.81,Air,WOA,0
Parnu,EST,58.38333,24.48333,0.69,18.93,7.77,5.72,Air,WOA,0
Peetri,EST,59.45,24.73333,0.55,18.43,7.27,5.81,Air,WOA,0
Sillamae,EST,59.4,27.78333,0.2,18.53,6.8,5,Air,WOA,0
Tallinn,EST,59.45,24.75,0.55,18.43,7.27,5.81,Air,WOA,0
Veere,EST,58.45,22.05,1.48,18.04,8.25,6.33,Air,WOA,0
Virtsu,EST,58.58333,23.55,0.92,18.43,7.83,5.9,Air,WOA,0
Dalsbruk,FIN,60.03333,22.51667,0.75,18.24,7.35,6.2,Air,WOA,0
Hamina,FIN,60.56667,27.18333,0.17,18.83,6.64,5,Air,WOA,0
Helsinki,FIN,60.16667,24.95,0.33,18.93,7.22,5.55,Air,WOA,0
Imatra,FIN,61.16667,28.83333,0.01,18.83,6.11,0,Air,DistIn,0
Inkoo,FIN,60.05,24.01667,0.25,17.74,6.53,5.92,Air,WOA,0
Isnas,FIN,60.4,26,0.16,18.33,6.51,5.08,Air,Close,0
Joensuu,FIN,62.6,29.75,0,18.33,5.02,0,Air,DistIn,0
Joutseno,FIN,61.13333,28.48333,0.02,18.83,6.11,0,Air,DistIn,0
Kantvik,FIN,60.08333,24.38333,0.31,17.84,6.63,5.86,Air,WOA,0
Kaukas,FIN,61.06667,28.21667,0.03,18.83,6.14,0,Air,DistIn,0
Kaukopaa,FIN,61.25,28.86667,0,18.63,5.84,0,Air,DistIn,0
Kemi,FIN,65.73333,24.56667,0,17.04,3.9,5,Air,WOA,0
Kokkila,FIN,60.33333,22.86667,0.55,18.14,7.06,6.17,Air,Close,0
Kristiinankaupunki,FIN,62.26667,21.31667,0.33,17.94,6.37,5.58,Air,WOA,0
Kronvik,FIN,63.05,21.51667,0.13,17.54,5.8,5,Air,WOA,0
Kuopio,FIN,62.85,27.5,0,18.53,5.31,0,Air,DistIn,0
Kustavi,FIN,60.56667,21.33333,0.75,17.84,7.23,6.17,Air,WOA,0
Kuuslahti,FIN,63.11667,27.75,0,18.73,5.25,0,Air,DistIn,0
Lapaluoto,FIN,64.66667,24.41667,0,17.24,4.62,5,Air,WOA,0
Lappeenranta,FIN,61.06667,28.25,0.03,18.83,6.14,0,Air,DistIn,0
Lauritsala,FIN,61.08333,28.33333,0.03,18.83,6.14,0,Air,DistIn,0
Loviisa,FIN,60.45,26.23333,0.17,18.53,6.57,5,Air,WOA,0
Luvia,FIN,61.33333,21.56667,0.45,17.84,6.77,5.79,Air,WOA,0
Mantyluoto,FIN,61.58333,21.5,0.33,17.94,6.37,5.79,Air,WOA,0
Martinniemi,FIN,65.21667,25.28333,0,17.54,4.47,5,Air,WOA,0
Maxmo,FIN,63.2,22.03333,0.1,17.34,5.68,5,Air,WOA,0
Merikarvia,FIN,61.85,21.46667,0.33,17.64,6.4,5.79,Air,WOA,0
Mjosund.FIN,FIN,60.21667,22.46667,0.69,18.43,7.3,6.2,Air,WOA,0
Mustola,FIN,61.06667,28.3,0.03,18.83,6.14,0,Air,DistIn,0
Naantali,FIN,60.46667,22.01667,0.63,18.33,7.22,6.13,Air,WOA,0
Nyhamn,FIN,62.16667,21.33333,0.33,17.94,6.37,5.58,Air,WOA,0
Olkiluoto,FIN,61.25,21.5,0.58,17.94,7.22,5.79,Air,WOA,0
Oulu,FIN,65,25.46667,0,17.74,4.69,5,Air,WOA,0
Parainen,FIN,60.28333,22.3,0.72,18.33,7.33,6.13,Air,WOA,0
Pateniemi,FIN,65.08333,25.4,0,17.64,4.56,5,Air,WOA,0
Perno,FIN,60.45,26.05,0.16,18.43,6.52,5.08,Air,Close,0
Pori,FIN,61.48333,21.8,0.35,17.74,6.52,5.79,Air,Close,0
Puhos,FIN,62.1,29.91667,0,18.43,5.3,0,Air,DistIn,0
Raahe,FIN,64.68333,24.48333,0,16.94,4.79,5,Air,WOA,0
Rahja,FIN,64.2,23.73333,0,17.14,4.85,5,Air,WOA,0
Rauma,FIN,61.13333,21.5,0.52,17.84,6.97,5.79,Air,WOA,0
Ristiina,FIN,61.53333,27.41667,0.01,18.43,5.85,0,Air,DistIn,0
Roytta,FIN,65.76667,24.15,0,16.94,4.06,5,Air,WOA,0
Salo,FIN,60.38333,23.16667,0.4,18.04,6.78,6.17,Air,Close,0
Savonlinna,FIN,61.9,28.91667,0,18.63,5.55,0,Air,DistIn,0
Siilinjarvi,FIN,63.08333,27.66667,0,18.63,5.29,0,Air,DistIn,0
Sipoo,FIN,60.36667,25.31667,0.19,18.33,6.54,5.43,Air,Close,0
Skoldvik,FIN,60.3,25.55,0.25,18.53,6.76,5.31,Air,WOA,0
Skuru,FIN,60.1,23.55,0.31,17.94,6.67,6.02,Air,WOA,0
Stromma,FIN,60.18333,22.9,0.55,18.14,7.06,6.17,Air,Close,0
Summa,FIN,60.53333,27.11667,0.19,18.83,6.65,5,Air,WOA,0
Svartback,FIN,60.28333,25.53333,0.25,18.53,6.76,5.31,Air,WOA,0
Taalintehdas,FIN,60.01667,22.51667,0.75,18.24,7.35,6.2,Air,WOA,0
Tammisaari,FIN,59.98333,23.43333,0.52,18.14,7.11,6.05,Air,WOA,0
Teijo,FIN,60.25,22.95,0.55,18.14,7.06,6.17,Air,Close,0
Tolkkinen,FIN,60.33333,25.58333,0.25,18.53,6.76,5.31,Air,WOA,0
Tornio,FIN,65.85,24.15,0,17.14,3.94,5,Air,WOA,0
Tupavuori,FIN,60.45,22.06667,0.63,18.33,7.22,6.13,Air,WOA,0
Turku,FIN,60.43333,22.21667,0.6,18.43,7.21,6.13,Air,WOA,0
Uusikaupunki,FIN,60.8,21.4,0.63,17.94,7.12,6.17,Air,WOA,0
Vaasa,FIN,63.1,21.61667,0.13,17.54,5.8,5,Air,WOA,0
Valkom,FIN,60.41667,26.26667,0.17,18.53,6.57,5,Air,WOA,0
Varkaus,FIN,62.33333,27.83333,0,18.73,5.6,0,Air,DistIn,0
Vartsala,FIN,60.33333,23.01667,0.47,18.04,6.91,6.17,Air,Close,0
Vastanfjard,FIN,60.05,22.65,0.75,18.24,7.35,6.2,Air,WOA,0
Veitsiluoto,FIN,65.7,24.61667,0,17.04,3.9,5,Air,WOA,0
Ellington,FJI,-17.33333,178.21667,24.19,27.29,25.91,35.08,Air,WOA,0
Labasa,FJI,-16.43333,179.38333,25.03,27.51,26.31,35.09,Air,WOA,0
Malau,FJI,-16.35,179.36667,25.03,27.51,26.31,35.09,Air,WOA,0
Suva,FJI,-18.13333,178.41667,24.1,27.29,25.85,35.06,Air,WOA,0
Grytviken,FLK,-54.28333,-36.5,1.85,6.88,4.01,33.88,Air,WOA,0
Mare.Hbr.,FLK,-51.91667,-58.46667,4.86,11.43,7.94,33.85,Air,WOA,0
Abbeville,FRA,50.1,1.85,6.04,19.02,12.06,8.06,Air,Model,0
Ajaccio,FRA,41.91667,8.73333,10.45,23.5,16.49,37.76,Air,WOA,0
Ambes,FRA,45.03333,-0.6,8.11,21.97,14.74,0.12,Air,Model,0
Annay.sous.Lens,FRA,50.46667,2.86667,5.56,19.22,11.92,0.56,Air,Model,0
Antibes,FRA,43.58333,7.13333,10.16,24.1,16.82,38.05,Air,WOA,0
Arcachon,FRA,44.66667,-1.16667,9.03,21.6,15.11,25.07,Air,Model,0
Arles,FRA,43.68333,4.63333,8.47,24.95,16.35,0.23,Air,Model,0
Bassens,FRA,44.9,-0.53333,8.2,22.15,14.92,0.73,Air,Model,0
Bastia,FRA,42.7,9.45,9.69,23.06,15.76,38.18,Air,WOA,0
Bayonne,FRA,43.5,-1.48333,9.78,22.06,15.72,11.52,Air,Model,0
Belz,FRA,47.66667,-3.16667,9.03,19.9,13.92,18.17,Air,Model,0
Benodet,FRA,47.88333,-4.11667,8.94,18.93,13.55,21.6,Air,Model,0
Bethune,FRA,50.53333,2.63333,5.8,19.02,11.9,2.29,Air,Model,0
Blaye,FRA,45.11667,-0.66667,8.29,21.97,14.84,1.49,Air,Model,0
Bonifacio,FRA,41.38333,9.1,11.72,24.53,17.59,38.12,Air,WOA,0
Bonnieres,FRA,49.03333,1.58333,6.04,19.8,12.4,0,Air,DistIn,0
Bordeaux,FRA,44.83333,-0.56667,8.2,22.15,14.91,0,Air,DistIn,Temp verified; European Marine Obervation and Data Network
Brest,FRA,48.38333,-4.48333,8.57,18.43,13.07,23.54,Air,Model,0
Caen,FRA,49.18333,-0.35,7.05,19.02,12.59,11.55,Air,Model,0
Calais,FRA,50.96667,1.85,6.29,18.93,12.09,34.55,Air,WOA,0
Camaret,FRA,48.28333,-4.6,9.03,18.63,13.38,35.14,Air,WOA,0
Cannes,FRA,43.51667,7.01667,10.16,24.1,16.82,38.05,Air,WOA,0
Cassis,FRA,43.21667,5.53333,8.75,23.93,15.82,37.84,Air,WOA,0
Chalon-sur-Saone,FRA,46.78333,4.83333,4.79,21.6,12.64,0,Air,DistIn,0
Cherbourg,FRA,49.64111,-1.61417,7.49,18.14,12.46,35.03,Air,WOA,0
Concarneau,FRA,47.86667,-3.91667,8.66,18.73,13.28,34.98,Air,WOA,0
Conflans,FRA,48.98333,2.1,6.04,20.38,12.69,0,Air,DistIn,0
Cordemais,FRA,47.26667,-1.88333,7.84,20.76,13.89,3.8,Air,Model,0
Corniguel,FRA,47.95,-4.11667,8.94,18.93,13.55,17.79,Air,Model,0
Deauville,FRA,49.35,0.06667,6.79,19.02,12.46,34.52,Air,WOA,0
Dieppe,FRA,49.93333,1.08333,6.54,18.93,12.22,34.77,Air,WOA,0
Donges,FRA,47.3,-2.06667,8.02,20.57,13.9,10.62,Air,Model,0
Douarnenez,FRA,48.1,-4.33333,8.84,18.63,13.29,35.14,Air,WOA,0
Duclair,FRA,49.45,0.86667,6.54,19.32,12.43,0.02,Air,Model,0
Elbeuf,FRA,49.28333,1.11667,6.29,19.41,12.33,0,Air,DistIn,0
Etang.de.Berre,FRA,43.48333,5.16667,8.38,24.53,16.07,37.7,Air,WOA,0
Etaples,FRA,50.51667,1.63333,6.37,18.73,12.01,19.5,Air,Model,0
Fontenay.le.Comte,FRA,46.46667,-0.78333,7.57,21.51,14.22,6.61,Air,Model,0
Fos,FRA,43.38333,4.85,8.57,24.7,16.3,37.47,Air,WOA,0
Gaillon,FRA,49.16667,1.31667,6.04,19.51,12.26,0,Air,DistIn,0
Grand.Couronne,FRA,49.36667,0.98333,6.54,19.32,12.43,0,Air,DistIn,0
Grigny,FRA,45.61667,4.78333,5.16,22.15,12.98,0,Air,DistIn,0
Gujan-Mestras,FRA,44.63333,-1.05,8.94,21.88,15.16,21.28,Air,Model,0
Hendaye,FRA,43.36667,-1.76667,10.36,21.88,15.89,23.18,Air,Model,0
Hennebont,FRA,47.8,-3.26667,8.66,19.41,13.69,18.47,Air,Model,0
Honfleur,FRA,49.41667,0.23333,6.71,19.02,12.42,34.52,Air,WOA,0
Hyeres-Plage,FRA,43.08333,6.15,10.94,24.95,17.61,38.09,Air,WOA,0
Ingrandes,FRA,47.4,-0.91667,7.14,20.85,13.55,0,Air,DistIn,0
Izon,FRA,44.95,-0.36667,8.02,22.15,14.82,0,Air,DistIn,0
Keroman,FRA,47.73333,-3.36667,8.75,19.32,13.66,20.89,Air,Model,0
La.Ciotat,FRA,43.16667,5.6,9.03,23.58,15.94,37.84,Air,WOA,0
La.Mailleraye,FRA,49.48333,0.76667,6.45,19.12,12.32,0.86,Air,Model,0
La.Nouvelle,FRA,43.01667,3.06667,9.22,24.44,16.41,37.54,Air,WOA,0
La.Pallice,FRA,46.16667,-1.23333,8.11,21.79,14.93,33.86,Air,WOA,0
La.Rochelle,FRA,46.15,-1.15,8.11,21.6,14.57,33.86,Air,WOA,0
La.Seyne,FRA,43.1,5.88333,10.45,24.78,17.22,38.06,Air,WOA,0
La.Teste,FRA,44.61667,-1.15,8.94,21.88,15.16,25.84,Air,Model,0
La.Trinite.sur.Mer,FRA,47.58333,-3.03333,8.66,19.7,13.81,34.76,Air,WOA,0
Landerneau,FRA,48.43333,-4.25,8.47,18.43,13.03,7.58,Air,Model,0
Le.Lavandou,FRA,43.13333,6.36667,9.97,23.58,15.94,38.03,Air,WOA,0
Le.Pouzin,FRA,44.75,4.75,6.2,23.32,14.2,0,Air,DistIn,0
Le.Trait,FRA,49.46667,0.8,6.45,19.12,12.32,0.68,Air,Model,0
Le.Treport,FRA,50.06667,1.36667,6.37,18.93,12.12,34.77,Air,WOA,0
Le.Verdon,FRA,45.55,-1.08333,8.29,21.6,14.72,16.49,Air,Model,0
Les.Andelys,FRA,49.25,1.43333,6.04,19.41,12.17,0,Air,DistIn,0
Libourne,FRA,44.91667,-0.23333,8.02,22.24,14.84,0,Air,DistIn,0
Lille,FRA,50.65,3.08333,5.48,19.22,11.89,1.92,Air,Model,0
Lillebonne,FRA,49.51667,0.53333,6.37,18.73,12.04,3.41,Air,Model,0
Limay.FRA,FRA,48.96667,1.78333,5.88,19.9,12.34,0,Air,DistIn,0
Loctudy,FRA,47.83333,-4.16667,9.22,19.02,13.75,35.08,Air,WOA,0
Lorient,FRA,47.75,-3.36667,8.75,19.32,13.66,14.68,Air,Model,0
Lyon,FRA,45.76667,4.83333,5.16,22.15,13.02,0,Air,DistIn,0
Mantes,FRA,48.98333,1.71667,5.88,19.9,12.34,0,Air,DistIn,0
Marans,FRA,46.31667,-1.03333,8.02,21.51,14.48,13.48,Air,Model,0
Marseilles,FRA,43.33333,5.35,8.75,24.28,16.06,37.84,Air,WOA,0
Montoir,FRA,47.33333,-2.13333,8.02,20.57,13.9,13.23,Air,Model,0
Morgat,FRA,48.21667,-4.5,9.03,18.63,13.38,35.14,Air,WOA,0
Morlaix,FRA,48.63333,-3.88333,8.47,18.53,13.04,35.17,Air,WOA,0
Nantes,FRA,47.23333,-1.56667,7.57,20.95,13.79,0.56,Air,Model,0
Nort-sur-Erdre,FRA,47.43333,-1.5,7.49,20.85,13.7,0.04,Air,Model,0
Noyelles,FRA,50.18333,1.71667,6.29,19.02,12.21,11.31,Air,Model,0
Paimboeuf,FRA,47.28333,-2.03333,8.02,20.57,13.9,6.7,Air,Model,0
Paluden,FRA,48.58333,-4.51667,8.84,18.43,13.21,26.94,Air,Model,0
Paris,FRA,48.86667,2.33333,6.29,20.76,13.07,0,Air,DistIn,0
Pauillac,FRA,45.2,-0.75,8.2,21.88,14.79,3.26,Air,Model,0
Petit.Couronne,FRA,49.36667,1,6.54,19.32,12.43,0,Air,DistIn,0
Pontrieux,FRA,48.7,-3.16667,8.38,18.73,13.15,17.94,Air,Model,0
Porquerolles,FRA,42.98333,6.2,10.94,25.28,17.94,38.09,Air,WOA,0
Port.Jerome,FRA,49.46667,0.53333,6.62,19.12,12.41,3.46,Air,Model,0
Propriano,FRA,41.66667,8.9,10.74,23.76,16.71,37.76,Air,WOA,0
Quiberon,FRA,47.5,-3.11667,9.03,19.9,13.92,34.76,Air,WOA,0
Quimper,FRA,47.96667,-4.11667,8.94,18.93,13.55,20.56,Air,Model,0
Radicatel,FRA,49.41667,0.48333,6.71,19.22,12.5,4.02,Air,Model,0
Redon,FRA,47.65,-2.06667,7.84,20.38,13.66,4.71,Air,Model,0
Rochefort,FRA,45.93333,-0.96667,8.02,21.69,14.58,12.92,Air,Model,0
Roscoff,FRA,48.71667,-3.98333,8.11,18.93,12.92,35.17,Air,WOA,0
Rouen,FRA,49.48333,1.08333,6.37,19.32,12.32,0,Air,DistIn,0
Royan,FRA,45.61667,-1.03333,8.29,21.6,14.72,15.73,Air,Model,0
Sables.d'Olonne,FRA,46.5,-1.8,8.11,20.85,13.92,34.21,Air,WOA,0
Saint.Brevin,FRA,47.25,-2.15,8.02,20.57,13.9,34.36,Air,WOA,0
Saint.Maclou,FRA,49.36667,0.41667,6.71,19.22,12.5,12.76,Air,Model,0
Salin.de.Giraud,FRA,43.4,4.73333,8.75,24.86,16.43,4.55,Air,Model,0
Sanary-sur-Mer,FRA,43.11667,5.8,8.11,23.58,15.94,38.06,Air,WOA,0
Sete,FRA,43.4,3.7,8.84,24.61,16.3,37.42,Air,WOA,0
St..Etienne.du.Rouvray,FRA,49.36667,1.11667,6.37,19.32,12.32,0,Air,DistIn,0
St..Jean.de.Luz,FRA,43.4,-1.66667,10.36,21.88,15.89,34.88,Air,WOA,0
St..Louis.du.Rhone,FRA,43.38333,4.81667,8.75,24.86,16.43,6.39,Air,Model,0
St..Nazaire,FRA,47.26667,-2.2,8.2,20.47,13.95,34.36,Air,WOA,0
St..Tropez,FRA,43.26667,6.63333,10.65,24.53,17.23,38.03,Air,WOA,0
St..Valery.sur.Somme,FRA,50.18333,1.65,6.54,19.22,12.38,15.74,Air,Model,0
St..Wandrille,FRA,49.53333,0.75,6.37,18.83,12.11,1.07,Air,Model,0
Strasbourg,FRA,48.56667,7.7,4.06,21.04,12.12,0,Air,DistIn,0
Surgeres,FRA,46.1,-0.73333,7.75,21.6,14.35,9.76,Air,Model,0
Tonnay.Charente,FRA,45.95,-0.88333,8.02,21.69,14.58,10.21,Air,Model,0
Toulon,FRA,43.11667,5.91667,10.45,24.78,17.22,38.06,Air,WOA,0
Vannes,FRA,47.65,-2.75,8.47,19.9,13.8,17.44,Air,Model,0
Vernon,FRA,49.08333,1.48333,6.04,19.61,12.28,0,Air,DistIn,0
Villeneuve-la-Garenne,FRA,48.91667,2.3,6.29,20.76,13.07,0,Air,DistIn,0
Villeneuve-le-Roi,FRA,48.73333,2.4,6.29,21.04,13.24,0,Air,DistIn,0
Villequier,FRA,49.5,0.66667,6.62,19.12,12.41,1.38,Air,Model,0
Hosvik,FRO,62.15,-6.93333,5.09,11.82,7.71,35.18,Air,WOA,0
Hvalvik,FRO,62.18333,-7,4.86,11.53,7.45,35.19,Air,WOA,0
Kollafjordur,FRO,62.11667,-6.9,5.09,11.82,7.71,35.18,Air,WOA,0
Midvagur,FRO,62.03333,-7.18333,5.4,12.12,8.05,35.17,Air,WOA,0
Nordskali,FRO,62.2,-6.98333,4.86,11.53,7.48,35.19,Air,WOA,0
